DOY_365,Tmin_C,Tmax_C,Tavg_C,PRCP_mm
253.0,18.990909090909092,27.572727272727274,23.03181818181818,7.718181818181819
254.0,19.599999999999998,28.59090909090909,23.977272727272727,2.0545454545454547
255.0,19.845454545454544,28.845454545454547,24.022727272727273,0.7272727272727273
256.0,19.363636363636363,27.972727272727273,23.65909090909091,0.09090909090909091
257.0,18.88181818181818,28.59090909090909,23.713636363636365,0.0
258.0,18.38181818181818,27.927272727272726,23.113636363636363,0.0
259.0,17.427272727272726,27.518181818181816,22.204545454545453,3.7181818181818187
260.0,19.2,26.672727272727272,22.900000000000002,4.2272727272727275
261.0,19.181818181818183,27.681818181818183,23.19090909090909,1.4636363636363638
262.0,18.62727272727273,27.872727272727275,23.25,1.0636363636363635
263.0,17.681818181818183,27.227272727272727,22.37727272727273,0.0
264.0,17.71818181818182,26.61818181818182,22.013636363636365,1.1727272727272726
265.0,17.78181818181818,26.88181818181818,22.34090909090909,1.781818181818182
266.0,16.663636363636364,25.954545454545453,21.290909090909093,8.072727272727272
267.0,16.663636363636364,24.436363636363637,20.86818181818182,3.536363636363636
268.0,17.418181818181818,25.50909090909091,21.05,1.8545454545454545
269.0,18.29090909090909,26.063636363636363,21.813636363636363,2.8181818181818183
270.0,17.663636363636364,25.772727272727273,21.59090909090909,3.0454545454545454
271.0,17.518181818181816,26.20909090909091,21.34090909090909,1.6272727272727274
272.0,17.318181818181817,24.80909090909091,21.277272727272727,6.745454545454546
273.0,16.20909090909091,22.318181818181817,19.490909090909092,1.7272727272727273
274.0,15.463636363636363,23.081818181818182,18.90909090909091,6.854545454545455
275.0,15.1,24.08181818181818,19.354545454545455,3.7454545454545456
276.0,15.445454545454545,23.8,19.39090909090909,1.4727272727272729
277.0,14.69090909090909,24.09090909090909,19.413636363636364,0.3909090909090909
278.0,14.327272727272726,23.94545454545454,18.736363636363635,0.3181818181818182
279.0,15.5,24.645454545454548,19.768181818181816,0.045454545454545456
280.0,16.054545454545455,26.30909090909091,20.654545454545453,0.20909090909090908
281.0,15.154545454545454,22.727272727272727,19.2,0.9272727272727272
282.0,13.681818181818182,22.981818181818184,18.259090909090908,2.4272727272727272
283.0,13.536363636363637,22.972727272727273,18.036363636363635,0.09090909090909091
284.0,13.072727272727274,22.836363636363636,17.84090909090909,5.409090909090909
285.0,12.827272727272726,22.172727272727272,17.431818181818183,2.372727272727273
286.0,13.627272727272727,21.572727272727274,17.336363636363636,1.8
287.0,12.018181818181818,21.163636363636364,16.39090909090909,1.1363636363636365
288.0,12.363636363636363,22.263636363636365,16.90909090909091,0.49090909090909085
289.0,10.80909090909091,20.3,15.763636363636364,4.454545454545454
290.0,9.509090909090908,19.29090909090909,14.363636363636363,0.07272727272727274
291.0,8.481818181818182,19.39090909090909,13.895454545454545,0.0
292.0,9.081818181818182,21.363636363636363,14.85,0.3727272727272727
293.0,11.472727272727273,21.863636363636363,16.195454545454545,4.0
294.0,10.718181818181819,22.472727272727273,16.40909090909091,0.6272727272727272
295.0,10.700000000000001,21.363636363636363,15.981818181818182,1.3363636363636362
296.0,10.6,21.518181818181816,15.945454545454545,0.5363636363636363
297.0,10.200000000000001,20.10909090909091,15.045454545454545,0.22727272727272727
298.0,9.672727272727274,19.163636363636364,14.131818181818181,4.690909090909091
299.0,9.9,17.990909090909092,13.977272727272727,2.0545454545454547
300.0,10.509090909090908,19.645454545454545,14.718181818181819,4.618181818181818
301.0,11.10909090909091,19.90909090909091,15.47272727272727,1.5454545454545454
302.0,10.799999999999999,19.818181818181817,15.377272727272727,10.990909090909092
303.0,10.1,19.745454545454546,14.79090909090909,4.2272727272727275
304.0,9.090909090909092,18.645454545454545,13.895454545454545,3.2636363636363637
305.0,9.345454545454546,18.427272727272726,13.872727272727273,1.2909090909090908
306.0,8.1,17.79090909090909,13.213636363636363,1.9636363636363638
307.0,8.118181818181817,19.19090909090909,13.340909090909092,0.1
308.0,7.172727272727273,18.427272727272726,12.636363636363637,1.3818181818181818
309.0,9.454545454545455,20.263636363636365,14.30909090909091,3.8818181818181823
310.0,10.863636363636363,20.5,15.236363636363636,1.8727272727272728
311.0,9.345454545454546,20.345454545454547,14.768181818181818,2.890909090909091
312.0,8.227272727272727,17.61818181818182,13.04090909090909,0.2545454545454545
313.0,7.381818181818182,16.727272727272727,11.840909090909092,3.1454545454545455
314.0,6.0181818181818185,16.200000000000003,10.886363636363637,1.4090909090909092
315.0,6.972727272727273,16.827272727272728,11.5,6.145454545454545
316.0,5.409090909090909,15.618181818181819,11.427272727272728,5.2727272727272725
317.0,4.3545454545454545,12.845454545454544,8.872727272727273,1.1090909090909091
318.0,3.0454545454545454,11.727272727272727,7.627272727272728,0.41818181818181815
319.0,4.681818181818182,14.254545454545456,9.040909090909091,6.145454545454545
320.0,5.463636363636364,16.10909090909091,10.509090909090908,0.16363636363636364
321.0,5.045454545454546,13.8,9.331818181818182,0.02727272727272727
322.0,4.209090909090909,15.036363636363637,9.39090909090909,1.1818181818181819
323.0,5.554545454545454,14.481818181818182,9.85909090909091,2.109090909090909
324.0,4.472727272727273,12.118181818181819,8.55909090909091,1.781818181818182
325.0,3.527272727272727,13.036363636363637,7.990909090909091,5.181818181818181
326.0,3.7454545454545456,12.318181818181818,8.477272727272727,1.4181818181818182
327.0,2.4909090909090907,10.60909090909091,6.677272727272728,1.018181818181818
328.0,2.9909090909090907,12.927272727272726,7.486363636363635,3.9272727272727277
329.0,4.136363636363637,14.2,8.427272727272728,0.7636363636363636
330.0,5.509090909090909,14.945454545454545,10.35,1.8727272727272728
331.0,4.918181818181818,12.772727272727273,8.55909090909091,0.5818181818181818
332.0,3.9,12.118181818181819,8.090909090909092,0.8090909090909091
333.0,2.4545454545454546,11.509090909090908,7.013636363636365,0.6636363636363636
334.0,4.163636363636363,11.572727272727272,7.7,7.836363636363637
335.0,3.3909090909090907,10.345454545454546,7.072727272727272,4.2727272727272725
336.0,4.154545454545455,11.163636363636364,7.127272727272726,2.8454545454545457
337.0,4.218181818181818,12.436363636363637,8.413636363636364,2.681818181818182
338.0,2.5727272727272728,10.709090909090909,6.8090909090909095,1.1181818181818182
339.0,2.290909090909091,9.754545454545454,5.927272727272728,2.609090909090909
340.0,2.190909090909091,10.10909090909091,5.922727272727273,2.8181818181818183
341.0,1.6181818181818182,9.145454545454545,5.690909090909091,0.11818181818181818
342.0,1.5818181818181818,9.945454545454545,5.6863636363636365,0.0
343.0,0.8272727272727274,7.5181818181818185,4.245454545454545,2.2636363636363637
344.0,1.4454545454545455,10.354545454545455,5.768181818181818,3.2363636363636363
345.0,2.0454545454545454,11.663636363636364,6.404545454545455,3.7454545454545456
346.0,1.290909090909091,10.245454545454546,5.677272727272727,0.3727272727272727
347.0,1.268181818181818,9.872727272727273,5.211363636363636,0.6272727272727273
348.0,1.2,9.645454545454546,5.3,4.29090909090909
349.0,1.3,10.22,5.975,11.95
350.0,1.9700000000000002,9.51,5.4399999999999995,6.45
351.0,3.8200000000000003,11.709999999999999,7.1450000000000005,6.969999999999999
352.0,2.23,11.1,7.295,1.52
353.0,-0.26999999999999996,7.959999999999999,3.95,0.0
354.0,-0.39,7.83,3.04,0.96
355.0,0.6500000000000001,8.99,4.575,0.6900000000000001
356.0,2.09,11.290000000000001,6.025,3.3899999999999997
357.0,0.43999999999999995,10.610000000000001,5.835,5.029999999999999
358.0,2.75,9.85,5.955,5.26
359.0,1.55,11.17,6.275,1.4
360.0,1.3299999999999998,8.51,4.95,0.30999999999999994
361.0,2.59,10.940000000000001,6.12,3.13
362.0,2.8600000000000003,11.84,6.845000000000001,4.6899999999999995
363.0,3.6900000000000004,11.33,7.5200000000000005,3.9799999999999995
364.0,3.17,11.28,6.840000000000001,1.5
365.0,3.46,11.07,7.1049999999999995,2.75
